Date,Open,High,Low,Close,Adj Close,Volume
2020-10-28,0.0,0.0,0.0,0.0,0.0,612
2020-10-29,0.0,0.0,0.0,0.0,0.0,18
2020-10-30,0.0,0.0,0.0,0.0,0.0,111
2020-10-31,0.0,0.0,0.0,0.0,0.0,228
2020-11-01,0.0,0.0,0.0,0.0,0.0,1
2020-11-02,0.0,0.0,0.0,0.0,0.0,875
2020-11-03,0.0,0.0,0.0,0.0,0.0,562
2020-11-04,0.0,0.0,0.0,0.0,0.0,47
2020-11-05,0.0,0.0,0.0,0.0,0.0,260
2020-11-06,0.0,0.0,0.0,0.0,0.0,14
2020-11-09,0.0,0.0,0.0,0.0,0.0,80
2020-11-12,0.0,0.0,0.0,0.0,0.0,1806
2020-11-13,0.0,0.0,0.0,0.0,0.0,936
2020-11-14,0.0,0.0,0.0,0.0,0.0,179
2020-11-15,0.0,0.0,0.0,0.0,0.0,13
2020-11-16,0.0,0.0,0.0,0.0,0.0,48
2020-11-17,0.0,0.0,0.0,0.0,0.0,11
2020-11-18,0.0,0.0,0.0,0.0,0.0,12
2020-11-19,0.0,0.0,0.0,0.0,0.0,3
2020-11-20,0.0,0.0,0.0,0.0,0.0,207
2020-11-21,0.0,0.0,0.0,0.0,0.0,78
2020-11-22,0.0,0.0,0.0,0.0,0.0,109
2020-11-27,0.0,0.0,0.0,0.0,0.0,11
2020-11-28,0.0,0.0,0.0,0.0,0.0,1793
2020-11-29,0.0,0.0,0.0,0.0,0.0,10
2020-11-30,0.0,0.0,0.0,0.0,0.0,201
2020-12-04,0.0,0.0,0.0,0.0,0.0,47
2020-12-05,0.0,0.0,0.0,0.0,0.0,15
2020-12-06,0.0,0.0,0.0,0.0,0.0,8
2020-12-08,0.0,0.0,0.0,0.0,0.0,26
2020-12-11,0.0,0.0,0.0,0.0,0.0,91
2020-12-12,0.0,0.0,0.0,0.0,0.0,8
2020-12-13,0.0,0.0,0.0,0.0,0.0,26
2020-12-14,0.0,0.0,0.0,0.0,0.0,441
2020-12-19,0.0,0.0,0.0,0.0,0.0,17
2020-12-20,0.0,0.0,0.0,0.0,0.0,4
2020-12-26,0.0,0.0,0.0,0.0,0.0,12
2020-12-27,0.0,0.0,0.0,0.0,0.0,273
2020-12-29,0.0,0.0,0.0,0.0,0.0,153
