Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,3.166076898574829,3.166076898574829,3.124437093734741,3.1344070434570312,3.1344070434570312,895006
2015-01-02,3.1325249671936035,3.135166883468628,3.131088972091675,3.142683982849121,3.142683982849121,1007823
2015-01-03,3.141623020172119,3.141623020172119,2.513288974761963,2.513288974761963,2.513288974761963,6118487
2015-01-04,2.4862608909606934,2.5383849143981934,2.2532010078430176,2.3071210384368896,2.3071210384368896,4584506
2015-01-05,2.308712959289551,2.5450448989868164,2.3077340126037598,2.448019027709961,2.448019027709961,12520617
2015-01-06,2.45055890083313,2.5024890899658203,2.4141929149627686,2.4999051094055176,2.4999051094055176,3838356
2015-01-07,2.5069830417633057,2.544585943222046,2.4599080085754395,2.503264904022217,2.503264904022217,4005061
2015-01-08,2.500227928161621,2.5089149475097656,2.366386890411377,2.3739399909973145,2.3739399909973145,3457368
2015-01-09,2.3762459754943848,2.3767409324645996,2.31392502784729,2.353256940841675,2.353256940841675,2315051
2015-01-10,2.337393045425415,2.34967303276062,1.9243370294570923,1.9616639614105225,1.9616639614105225,3454127
2015-01-11,1.9619959592819214,2.2284960746765137,1.9505939483642578,2.0420520305633545,2.0420520305633545,3056754
2015-01-12,2.033905029296875,2.124871015548706,2.0149030685424805,2.051248073577881,2.051248073577881,2080134
2015-01-13,2.0464251041412354,2.0578110218048096,1.8375450372695923,1.8417929410934448,1.8417929410934448,4828144
2015-01-14,1.8519389629364014,1.8957220315933228,1.3314759731292725,1.3817009925842285,1.3817009925842285,5638153
2015-01-15,1.3771990537643433,1.6339999437332153,1.3763630390167236,1.5332950353622437,1.5332950353622437,4168107
2015-01-16,1.5266250371932983,1.7655689716339111,1.5209410190582275,1.680340051651001,1.680340051651001,3198598
2015-01-17,1.6749839782714844,1.6819579601287842,1.5004990100860596,1.5498930215835571,1.5498930215835571,1815377
2015-01-18,1.5530329942703247,1.6444029808044434,1.4779349565505981,1.5957289934158325,1.5957289934158325,2028361
2015-01-19,1.5900330543518066,1.6257230043411255,1.5622999668121338,1.6038299798965454,1.6038299798965454,870945
2015-01-20,1.6028850078582764,1.6104099750518799,1.5673660039901733,1.6029510498046875,1.6029510498046875,1295465
2015-01-21,1.60337495803833,1.6947640180587769,1.5949020385742188,1.6948020458221436,1.6948020458221436,1470270
2015-01-22,1.6959869861602783,1.7958329916000366,1.6969490051269531,1.7565540075302124,1.7565540075302124,2056113
2015-01-23,1.748581051826477,1.7758300304412842,1.7077629566192627,1.7706019878387451,1.7706019878387451,1573892
2015-01-24,1.776474952697754,2.343100070953369,1.7621339559555054,2.2894461154937744,2.2894461154937744,6033321
2015-01-25,2.2872729301452637,2.948975086212158,2.284106969833374,2.8007071018218994,2.8007071018218994,11433707
2015-01-26,2.7972071170806885,2.969058036804199,2.5711350440979004,2.596318006515503,2.596318006515503,10982735
2015-01-27,2.587747097015381,2.6516149044036865,2.334681987762451,2.5854880809783936,2.5854880809783936,5580634
2015-01-28,2.5919198989868164,2.649122953414917,2.2668540477752686,2.3441429138183594,2.3441429138183594,4126600
2015-01-29,2.3499159812927246,2.440035104751587,2.2976179122924805,2.41585111618042,2.41585111618042,2763789
2015-01-30,2.414324998855591,2.5046839714050293,2.4113221168518066,2.4154930114746094,2.4154930114746094,2297725
2015-01-31,2.413583993911743,2.4693241119384766,2.380971908569336,2.3847780227661133,2.3847780227661133,1534023
2015-02-01,2.3914990425109863,2.394299030303955,2.137389898300171,2.2883059978485107,2.2883059978485107,3377051
2015-02-02,2.300092935562134,2.3664278984069824,2.2268500328063965,2.3602349758148193,2.3602349758148193,2459855
2015-02-03,2.357717990875244,2.436145067214966,2.2458291053771973,2.2662699222564697,2.2662699222564697,3017310
2015-02-04,2.265136957168579,2.285543918609619,2.2069931030273438,2.254059076309204,2.254059076309204,4632357
2015-02-05,2.2570650577545166,2.2735610008239746,2.150639057159424,2.165220022201538,2.165220022201538,5584185
2015-02-06,2.164099931716919,2.283046007156372,2.1644480228424072,2.2036609649658203,2.2036609649658203,2921682
2015-02-07,2.2038490772247314,2.2441539764404297,2.1827189922332764,2.2316040992736816,2.2316040992736816,1593731
2015-02-08,2.2379539012908936,2.271596908569336,2.202008008956909,2.2323410511016846,2.2323410511016846,993059
